EventType;Timestamp;KeyCode;KeySymbol;DummyMouseX;DummyMouseY;SessionTag
KeyUp;1789235560169;16;Shift;585;481;SESS_1
KeyDown;1789235560362;73;I;379;387;SESS_1
KeyUp;1789235560427;73;I;463;497;SESS_1
KeyDown;1789235560558;83;S;382;366;SESS_1
KeyUp;1789235560639;83;S;522;448;SESS_1
KeyDown;1789235560650;65;A;365;317;SESS_1
KeyUp;1789235560727;65;A;564;464;SESS_1
KeyDown;1789235560843;78;N;330;528;SESS_1
KeyUp;1789235560989;78;N;520;263;SESS_1
KeyDown;1789235561074;73;I;538;343;SESS_1
KeyUp;1789235561180;73;I;411;278;SESS_1
KeyDown;1789235561181;65;A;302;207;SESS_1
KeyUp;1789235561277;65;A;550;418;SESS_1
KeyDown;1789235561409;32;Space;429;236;SESS_1
KeyUp;1789235561551;32;Space;375;355;SESS_1
KeyDown;1789235561605;20;CapsLock;350;250;SESS_1
KeyUp;1789235561685;20;CapsLock;351;251;SESS_1
KeyDown;1789235561751;78;N;360;260;SESS_1
KeyUp;1789235561818;78;N;361;261;SESS_1
KeyDown;1789235561917;20;CapsLock;350;250;SESS_1
KeyUp;1789235562012;20;CapsLock;351;251;SESS_1
KeyDown;1789235562109;65;A;411;377;SESS_1
KeyDown;1789235562198;32;Space;555;410;SESS_1
KeyUp;1789235562220;65;A;540;354;SESS_1
KeyUp;1789235562304;32;Space;436;324;SESS_1
KeyDown;1789235562305;20;CapsLock;350;250;SESS_1
KeyUp;1789235562375;20;CapsLock;351;251;SESS_1
KeyDown;1789235562482;75;K;360;260;SESS_1
KeyUp;1789235562565;75;K;361;261;SESS_1
KeyDown;1789235562672;20;CapsLock;350;250;SESS_1
KeyUp;1789235562759;20;CapsLock;351;251;SESS_1
KeyDown;1789235562990;76;L;525;499;SESS_1
KeyUp;1789235563065;76;L;332;378;SESS_1
KeyDown;1789235563091;65;A;544;399;SESS_1
KeyUp;1789235563182;65;A;446;427;SESS_1
KeyDown;1789235563266;87;W;525;316;SESS_1
KeyDown;1789235563369;73;I;447;270;SESS_1
KeyUp;1789235563371;87;W;310;473;SESS_1
KeyUp;1789235563516;73;I;548;270;SESS_1
KeyDown;1789235563569;65;A;594;336;SESS_1
KeyDown;1789235563649;84;T;511;306;SESS_1
KeyUp;1789235563655;65;A;427;456;SESS_1
KeyDown;1789235563736;85;U;510;234;SESS_1
KeyUp;1789235563793;84;T;448;387;SESS_1
KeyDown;1789235563828;82;R;441;557;SESS_1
KeyUp;1789235563846;85;U;503;518;SESS_1
KeyUp;1789235563909;82;R;514;549;SESS_1
KeyDown;1789235563933;90;Z;339;405;SESS_1
KeyUp;1789235564001;90;Z;491;366;SESS_1
KeyDown;1789235564062;69;E;415;501;SESS_1
KeyUp;1789235564148;69;E;355;394;SESS_1
KeyDown;1789235564151;32;Space;355;230;SESS_1
KeyUp;1789235564249;32;Space;470;329;SESS_1
KeyDown;1789235564307;20;CapsLock;350;250;SESS_1
KeyUp;1789235564410;20;CapsLock;351;251;SESS_1
KeyDown;1789235564561;75;K;360;260;SESS_1
KeyUp;1789235564670;75;K;361;261;SESS_1
KeyDown;1789235564736;20;CapsLock;350;250;SESS_1
KeyUp;1789235564813;20;CapsLock;351;251;SESS_1
KeyDown;1789235565011;20;CapsLock;350;250;SESS_1
KeyUp;1789235565073;20;CapsLock;351;251;SESS_1
KeyDown;1789235565175;68;D;360;260;SESS_1
KeyUp;1789235565287;68;D;361;261;SESS_1
KeyDown;1789235565363;20;CapsLock;350;250;SESS_1
KeyUp;1789235565462;20;CapsLock;351;251;SESS_1
KeyDown;1789235565632;20;CapsLock;350;250;SESS_1
KeyUp;1789235565700;20;CapsLock;351;251;SESS_1
KeyDown;1789235565836;65;A;360;260;SESS_1
KeyUp;1789235565908;65;A;361;261;SESS_1
KeyDown;1789235565995;20;CapsLock;350;250;SESS_1
KeyUp;1789235566051;20;CapsLock;351;251;SESS_1
KeyDown;1789235566137;32;Space;398;519;SESS_1
KeyUp;1789235566217;32;Space;544;406;SESS_1
KeyDown;1789235566338;50;2;549;377;SESS_1
KeyUp;1789235566464;50;2;371;451;SESS_1
KeyDown;1789235566507;48;0;358;402;SESS_1
KeyUp;1789235566619;48;0;343;306;SESS_1
KeyDown;1789235566702;50;2;340;442;SESS_1
KeyUp;1789235566776;50;2;585;247;SESS_1
KeyDown;1789235566861;54;6;393;535;SESS_1
KeyUp;1789235566963;54;6;428;456;SESS_1
KeyDown;1789235570068;20;CapsLock;350;250;SESS_2
KeyUp;1789235570153;20;CapsLock;351;251;SESS_2
KeyDown;1789235570213;66;B;360;260;SESS_2
KeyUp;1789235570324;66;B;361;261;SESS_2
KeyDown;1789235570384;20;CapsLock;350;250;SESS_2
KeyUp;1789235570452;20;CapsLock;351;251;SESS_2
KeyDown;1789235570634;65;A;435;467;SESS_2
KeyUp;1789235570757;65;A;393;370;SESS_2
KeyDown;1789235570862;68;D;472;414;SESS_2
KeyUp;1789235570945;68;D;441;318;SESS_2
KeyDown;1789235571004;65;A;433;447;SESS_2
KeyDown;1789235571122;78;N;438;303;SESS_2
KeyUp;1789235571153;65;A;351;363;SESS_2
KeyUp;1789235571238;78;N;328;279;SESS_2
KeyDown;1789235571241;73;I;436;307;SESS_2
KeyUp;1789235571328;73;I;554;260;SESS_2
KeyDown;1789235571475;65;A;517;380;SESS_2
KeyUp;1789235571575;65;A;416;344;SESS_2
KeyDown;1789235571631;32;Space;400;341;SESS_2
KeyUp;1789235571763;32;Space;566;388;SESS_2
KeyDown;1789235571855;20;CapsLock;350;250;SESS_2
KeyUp;1789235571927;20;CapsLock;351;251;SESS_2
KeyDown;1789235571992;68;D;360;260;SESS_2
KeyUp;1789235572107;68;D;361;261;SESS_2
KeyDown;1789235572192;20;CapsLock;350;250;SESS_2
KeyUp;1789235572293;20;CapsLock;351;251;SESS_2
KeyDown;1789235572427;89;Y;407;448;SESS_2
KeyDown;1789235572544;78;N;510;474;SESS_2
KeyUp;1789235572556;89;Y;327;412;SESS_2
KeyUp;1789235572666;78;N;383;536;SESS_2
KeyDown;1789235572745;65;A;444;559;SESS_2
KeyUp;1789235572842;65;A;388;543;SESS_2
KeyDown;1789235572908;77;M;417;342;SESS_2
KeyUp;1789235573019;77;M;486;459;SESS_2
KeyDown;1789235573059;73;I;375;262;SESS_2
KeyUp;1789235573205;73;I;363;278;SESS_2
KeyDown;1789235573240;75;K;536;502;SESS_2
KeyUp;1789235573370;75;K;592;389;SESS_2
KeyDown;1789235573473;73;I;559;374;SESS_2
KeyUp;1789235573575;73;I;349;464;SESS_2
KeyDown;1789235573696;32;Space;439;527;SESS_2
KeyUp;1789235573774;32;Space;371;275;SESS_2
KeyDown;1789235573888;20;CapsLock;350;250;SESS_2
KeyUp;1789235573990;20;CapsLock;351;251;SESS_2
KeyDown;1789235574060;80;P;360;260;SESS_2
KeyUp;1789235574170;80;P;361;261;SESS_2
KeyDown;1789235574291;20;CapsLock;350;250;SESS_2
KeyUp;1789235574389;20;CapsLock;351;251;SESS_2
KeyDown;1789235574579;73;I;440;486;SESS_2
KeyUp;1789235574653;73;I;553;344;SESS_2
KeyDown;1789235574708;83;S;529;335;SESS_2
KeyUp;1789235574821;83;S;386;224;SESS_2
KeyDown;1789235574827;65;A;400;471;SESS_2
KeyUp;1789235574947;65;A;579;450;SESS_2
KeyDown;1789235575062;78;N;512;316;SESS_2
KeyUp;1789235575182;78;N;323;307;SESS_2
KeyDown;1789235575293;73;I;368;350;SESS_2
KeyUp;1789235575374;73;I;493;238;SESS_2
KeyDown;1789235575479;65;A;466;263;SESS_2
KeyUp;1789235575558;65;A;317;224;SESS_2
KeyDown;1789235575685;32;Space;550;418;SESS_2
KeyUp;1789235575758;32;Space;578;293;SESS_2
KeyDown;1789235575854;20;CapsLock;350;250;SESS_2
KeyUp;1789235575949;20;CapsLock;351;251;SESS_2
KeyDown;1789235576071;78;N;360;260;SESS_2
KeyUp;1789235576172;78;N;361;261;SESS_2
KeyDown;1789235576271;20;CapsLock;350;250;SESS_2
KeyUp;1789235576362;20;CapsLock;351;251;SESS_2
KeyDown;1789235576617;65;A;461;302;SESS_2
KeyUp;1789235576766;65;A;595;248;SESS_2
KeyDown;1789235576812;32;Space;415;343;SESS_2
KeyUp;1789235576902;32;Space;593;406;SESS_2
KeyDown;1789235577002;20;CapsLock;350;250;SESS_2
KeyUp;1789235577065;20;CapsLock;351;251;SESS_2
KeyDown;1789235577176;75;K;360;260;SESS_2
KeyUp;1789235577266;75;K;361;261;SESS_2
KeyDown;1789235577423;20;CapsLock;350;250;SESS_2
KeyUp;1789235577509;20;CapsLock;351;251;SESS_2
KeyDown;1789235577740;76;L;409;335;SESS_2
KeyDown;1789235577845;65;A;574;418;SESS_2
KeyUp;1789235577880;76;L;397;540;SESS_2
KeyUp;1789235577984;65;A;414;482;SESS_2
KeyDown;1789235578070;87;W;493;409;SESS_2
KeyUp;1789235578181;87;W;451;291;SESS_2
KeyDown;1789235578220;73;I;337;489;SESS_2
KeyUp;1789235578312;73;I;582;513;SESS_2
KeyDown;1789235578375;65;A;452;547;SESS_2
KeyUp;1789235578484;65;A;511;452;SESS_2
KeyDown;1789235578509;84;T;492;309;SESS_2
KeyUp;1789235578589;84;T;563;358;SESS_2
KeyDown;1789235578661;85;U;436;469;SESS_2
KeyUp;1789235578741;85;U;446;305;SESS_2
KeyDown;1789235578799;82;R;411;501;SESS_2
KeyUp;1789235578903;82;R;395;451;SESS_2
KeyDown;1789235578937;90;Z;533;310;SESS_2
KeyUp;1789235579079;90;Z;498;337;SESS_2
KeyDown;1789235579087;69;E;388;265;SESS_2
KeyUp;1789235579187;69;E;310;366;SESS_2
KeyDown;1789235579243;32;Space;447;496;SESS_2
KeyUp;1789235579369;32;Space;355;470;SESS_2
KeyDown;1789235579423;20;CapsLock;350;250;SESS_2
KeyUp;1789235579525;20;CapsLock;351;251;SESS_2
KeyDown;1789235579593;75;K;360;260;SESS_2
KeyUp;1789235579687;75;K;361;261;SESS_2
KeyDown;1789235579839;20;CapsLock;350;250;SESS_2
KeyUp;1789235579894;20;CapsLock;351;251;SESS_2
KeyDown;1789235580077;20;CapsLock;350;250;SESS_2
KeyUp;1789235580186;20;CapsLock;351;251;SESS_2
KeyDown;1789235580301;68;D;360;260;SESS_2
KeyUp;1789235580381;68;D;361;261;SESS_2
KeyDown;1789235580495;20;CapsLock;350;250;SESS_2
KeyUp;1789235580603;20;CapsLock;351;251;SESS_2
KeyDown;1789235580758;20;CapsLock;350;250;SESS_2
KeyUp;1789235580810;20;CapsLock;351;251;SESS_2
KeyDown;1789235580920;65;A;360;260;SESS_2
KeyUp;1789235581032;65;A;361;261;SESS_2
KeyDown;1789235581141;20;CapsLock;350;250;SESS_2
KeyUp;1789235581191;20;CapsLock;351;251;SESS_2
KeyDown;1789235581441;32;Space;372;540;SESS_2
KeyUp;1789235581503;32;Space;544;213;SESS_2
KeyDown;1789235581658;50;2;323;432;SESS_2
KeyUp;1789235581754;50;2;322;389;SESS_2
KeyDown;1789235581859;48;0;320;320;SESS_2
KeyUp;1789235581963;48;0;474;306;SESS_2
KeyDown;1789235582083;50;2;489;408;SESS_2
KeyUp;1789235582228;50;2;379;277;SESS_2
KeyDown;1789235582249;54;6;432;210;SESS_2
KeyUp;1789235582389;54;6;468;490;SESS_2
KeyDown;1789235585538;20;CapsLock;350;250;SESS_3
KeyUp;1789235585643;20;CapsLock;351;251;SESS_3
KeyDown;1789235585788;66;B;360;260;SESS_3
KeyUp;1789235585890;66;B;361;261;SESS_3
KeyDown;1789235585977;20;CapsLock;350;250;SESS_3
KeyUp;1789235586056;20;CapsLock;351;251;SESS_3
KeyDown;1789235586279;65;A;534;326;SESS_3
KeyDown;1789235586363;68;D;417;441;SESS_3
KeyUp;1789235586415;65;A;497;352;SESS_3
KeyUp;1789235586472;68;D;511;233;SESS_3
KeyDown;1789235586481;65;A;359;269;SESS_3
KeyUp;1789235586627;65;A;527;479;SESS_3
KeyDown;1789235586632;78;N;379;482;SESS_3
KeyUp;1789235586739;78;N;353;400;SESS_3
KeyDown;1789235586810;73;I;505;449;SESS_3
KeyDown;1789235586894;65;A;466;334;SESS_3
KeyUp;1789235586896;73;I;441;466;SESS_3
KeyUp;1789235586968;65;A;475;489;SESS_3
KeyDown;1789235587027;32;Space;302;364;SESS_3
KeyUp;1789235587105;32;Space;540;426;SESS_3
KeyDown;1789235587211;20;CapsLock;350;250;SESS_3
KeyUp;1789235587315;20;CapsLock;351;251;SESS_3
KeyDown;1789235587463;68;D;360;260;SESS_3
KeyUp;1789235587590;68;D;361;261;SESS_3
KeyDown;1789235587678;20;CapsLock;350;250;SESS_3
KeyUp;1789235587781;20;CapsLock;351;251;SESS_3
KeyDown;1789235588020;89;Y;336;281;SESS_3
KeyUp;1789235588094;89;Y;488;228;SESS_3
KeyDown;1789235588190;78;N;336;370;SESS_3
KeyUp;1789235588267;78;N;438;473;SESS_3
KeyDown;1789235588275;65;A;517;544;SESS_3
KeyUp;1789235588385;65;A;540;228;SESS_3
KeyDown;1789235588440;77;M;334;373;SESS_3
KeyUp;1789235588545;77;M;551;482;SESS_3
KeyDown;1789235588595;73;I;476;330;SESS_3
KeyUp;1789235588685;73;I;596;415;SESS_3
KeyDown;1789235588742;75;K;458;346;SESS_3
KeyUp;1789235588805;75;K;483;443;SESS_3
KeyDown;1789235588891;73;I;343;222;SESS_3
KeyUp;1789235589014;73;I;567;334;SESS_3
KeyDown;1789235589092;32;Space;542;552;SESS_3
KeyDown;1789235589221;20;CapsLock;350;250;SESS_3
KeyUp;1789235589228;32;Space;488;253;SESS_3
KeyUp;1789235589304;20;CapsLock;351;251;SESS_3
KeyDown;1789235589377;80;P;360;260;SESS_3
KeyUp;1789235589507;80;P;361;261;SESS_3
KeyDown;1789235589580;20;CapsLock;350;250;SESS_3
KeyUp;1789235589684;20;CapsLock;351;251;SESS_3
KeyDown;1789235589908;73;I;597;372;SESS_3
KeyUp;1789235589969;73;I;551;350;SESS_3
KeyDown;1789235590041;83;S;478;396;SESS_3
KeyUp;1789235590167;83;S;554;280;SESS_3
KeyDown;1789235590254;65;A;503;282;SESS_3
KeyUp;1789235590396;65;A;544;354;SESS_3
KeyDown;1789235590474;78;N;360;465;SESS_3
KeyDown;1789235590614;73;I;424;218;SESS_3
KeyUp;1789235590620;78;N;444;276;SESS_3
KeyUp;1789235590693;73;I;561;397;SESS_3
KeyDown;1789235590836;65;A;543;288;SESS_3
KeyUp;1789235590945;65;A;394;231;SESS_3
KeyDown;1789235590986;32;Space;409;257;SESS_3
KeyUp;1789235591052;32;Space;563;249;SESS_3
KeyDown;1789235591124;20;CapsLock;350;250;SESS_3
KeyUp;1789235591203;20;CapsLock;351;251;SESS_3
KeyDown;1789235591288;78;N;360;260;SESS_3
KeyUp;1789235591420;78;N;361;261;SESS_3
KeyDown;1789235591503;20;CapsLock;350;250;SESS_3
KeyUp;1789235591556;20;CapsLock;351;251;SESS_3
KeyDown;1789235591714;65;A;577;380;SESS_3
KeyUp;1789235591829;65;A;419;503;SESS_3
KeyDown;1789235591908;32;Space;530;311;SESS_3
KeyDown;1789235591994;20;CapsLock;350;250;SESS_3
KeyUp;1789235592039;32;Space;405;398;SESS_3
KeyUp;1789235592061;20;CapsLock;351;251;SESS_3
KeyDown;1789235592203;75;K;360;260;SESS_3
KeyUp;1789235592314;75;K;361;261;SESS_3
KeyDown;1789235592399;20;CapsLock;350;250;SESS_3
KeyUp;1789235592507;20;CapsLock;351;251;SESS_3
KeyDown;1789235592613;76;L;318;393;SESS_3
KeyUp;1789235592696;76;L;546;232;SESS_3
KeyDown;1789235592720;65;A;330;342;SESS_3
KeyUp;1789235592862;65;A;401;276;SESS_3
KeyDown;1789235592903;87;W;449;446;SESS_3
KeyUp;1789235593039;87;W;340;295;SESS_3
KeyDown;1789235593053;73;I;515;478;SESS_3
KeyUp;1789235593123;73;I;320;358;SESS_3
KeyDown;1789235593208;65;A;576;469;SESS_3
KeyUp;1789235593344;65;A;480;399;SESS_3
KeyDown;1789235593371;84;T;544;231;SESS_3
KeyUp;1789235593454;84;T;355;346;SESS_3
KeyDown;1789235593470;85;U;494;519;SESS_3
KeyUp;1789235593582;85;U;577;208;SESS_3
KeyDown;1789235593655;82;R;352;460;SESS_3
KeyUp;1789235593758;82;R;305;432;SESS_3
KeyDown;1789235593829;90;Z;535;433;SESS_3
KeyUp;1789235593900;90;Z;390;473;SESS_3
KeyDown;1789235593942;69;E;452;550;SESS_3
KeyDown;1789235594062;32;Space;598;256;SESS_3
KeyUp;1789235594068;69;E;307;254;SESS_3
KeyDown;1789235594148;20;CapsLock;350;250;SESS_3
KeyUp;1789235594173;32;Space;516;523;SESS_3
KeyUp;1789235594240;20;CapsLock;351;251;SESS_3
KeyDown;1789235594330;75;K;360;260;SESS_3
KeyUp;1789235594459;75;K;361;261;SESS_3
KeyDown;1789235594523;20;CapsLock;350;250;SESS_3
KeyUp;1789235594631;20;CapsLock;351;251;SESS_3
KeyDown;1789235594856;20;CapsLock;350;250;SESS_3
KeyUp;1789235594934;20;CapsLock;351;251;SESS_3
KeyDown;1789235595018;68;D;360;260;SESS_3
KeyUp;1789235595089;68;D;361;261;SESS_3
KeyDown;1789235595246;20;CapsLock;350;250;SESS_3
KeyUp;1789235595328;20;CapsLock;351;251;SESS_3
KeyDown;1789235595435;20;CapsLock;350;250;SESS_3
KeyUp;1789235595533;20;CapsLock;351;251;SESS_3
KeyDown;1789235595600;65;A;360;260;SESS_3
KeyUp;1789235595672;65;A;361;261;SESS_3
KeyDown;1789235595766;20;CapsLock;350;250;SESS_3
KeyUp;1789235595835;20;CapsLock;351;251;SESS_3
KeyDown;1789235596069;32;Space;553;289;SESS_3
KeyUp;1789235596182;32;Space;441;527;SESS_3
KeyDown;1789235596183;50;2;428;295;SESS_3
KeyUp;1789235596307;50;2;313;365;SESS_3
KeyDown;1789235596384;48;0;544;372;SESS_3
KeyUp;1789235596478;48;0;566;253;SESS_3
KeyDown;1789235596495;50;2;536;522;SESS_3
KeyUp;1789235596611;50;2;300;216;SESS_3
KeyDown;1789235596670;54;6;485;296;SESS_3
KeyUp;1789235596773;54;6;436;527;SESS_3
KeyDown;1789235600114;20;CapsLock;350;250;SESS_4
KeyUp;1789235600195;20;CapsLock;351;251;SESS_4
KeyDown;1789235600305;66;B;360;260;SESS_4
KeyUp;1789235600397;66;B;361;261;SESS_4
KeyDown;1789235600526;20;CapsLock;350;250;SESS_4
KeyUp;1789235600627;20;CapsLock;351;251;SESS_4
KeyDown;1789235600824;65;A;315;441;SESS_4
KeyUp;1789235600909;65;A;382;481;SESS_4
KeyDown;1789235600989;68;D;346;378;SESS_4
KeyUp;1789235601078;68;D;325;235;SESS_4
KeyDown;1789235601176;65;A;534;310;SESS_4
KeyDown;1789235601269;78;N;384;307;SESS_4
KeyUp;1789235601319;65;A;525;516;SESS_4
KeyUp;1789235601395;78;N;439;476;SESS_4
KeyDown;1789235601458;73;I;462;250;SESS_4
KeyDown;1789235601546;65;A;337;380;SESS_4
KeyUp;1789235601558;73;I;303;399;SESS_4
KeyUp;1789235601621;65;A;381;239;SESS_4
KeyDown;1789235601680;32;Space;436;259;SESS_4
KeyDown;1789235601799;20;CapsLock;350;250;SESS_4
KeyUp;1789235601803;32;Space;580;212;SESS_4
KeyUp;1789235601859;20;CapsLock;351;251;SESS_4
KeyDown;1789235602007;68;D;360;260;SESS_4
KeyUp;1789235602086;68;D;361;261;SESS_4
KeyDown;1789235602165;20;CapsLock;350;250;SESS_4
KeyUp;1789235602237;20;CapsLock;351;251;SESS_4
KeyDown;1789235602494;89;Y;424;451;SESS_4
KeyUp;1789235602568;89;Y;378;223;SESS_4
KeyDown;1789235602653;78;N;327;361;SESS_4
KeyUp;1789235602744;78;N;582;209;SESS_4
KeyDown;1789235602838;65;A;563;360;SESS_4
KeyUp;1789235602974;65;A;523;425;SESS_4
KeyDown;1789235603025;77;M;503;517;SESS_4
KeyUp;1789235603146;77;M;398;230;SESS_4
KeyDown;1789235603167;73;I;503;363;SESS_4
KeyDown;1789235603249;75;K;404;384;SESS_4
KeyUp;1789235603305;73;I;496;311;SESS_4
KeyUp;1789235603369;75;K;314;371;SESS_4
KeyDown;1789235603478;73;I;592;387;SESS_4
KeyUp;1789235603547;73;I;530;469;SESS_4
KeyDown;1789235603660;32;Space;367;532;SESS_4
KeyUp;1789235603776;32;Space;475;229;SESS_4
KeyDown;1789235603841;20;CapsLock;350;250;SESS_4
KeyUp;1789235603936;20;CapsLock;351;251;SESS_4
KeyDown;1789235604051;80;P;360;260;SESS_4
KeyUp;1789235604174;80;P;361;261;SESS_4
KeyDown;1789235604298;20;CapsLock;350;250;SESS_4
KeyUp;1789235604375;20;CapsLock;351;251;SESS_4
KeyDown;1789235604460;73;I;562;276;SESS_4
KeyUp;1789235604567;73;I;550;520;SESS_4
KeyDown;1789235604683;83;S;352;364;SESS_4
KeyUp;1789235604805;83;S;528;215;SESS_4
KeyDown;1789235604824;65;A;313;345;SESS_4
KeyUp;1789235604966;65;A;522;370;SESS_4
KeyDown;1789235604998;78;N;498;381;SESS_4
KeyUp;1789235605131;78;N;550;463;SESS_4
KeyDown;1789235605171;73;I;318;215;SESS_4
KeyUp;1789235605264;73;I;589;248;SESS_4
KeyDown;1789235605387;65;A;318;522;SESS_4
KeyUp;1789235605491;65;A;515;499;SESS_4
KeyDown;1789235605566;32;Space;490;556;SESS_4
KeyUp;1789235605691;32;Space;496;455;SESS_4
KeyDown;1789235605716;20;CapsLock;350;250;SESS_4
KeyUp;1789235605788;20;CapsLock;351;251;SESS_4
KeyDown;1789235605868;78;N;360;260;SESS_4
KeyUp;1789235605936;78;N;361;261;SESS_4
KeyDown;1789235606064;20;CapsLock;350;250;SESS_4
KeyUp;1789235606143;20;CapsLock;351;251;SESS_4
KeyDown;1789235606302;65;A;426;291;SESS_4
KeyUp;1789235606395;65;A;512;521;SESS_4
KeyDown;1789235606493;32;Space;444;264;SESS_4
KeyUp;1789235606592;32;Space;448;428;SESS_4
KeyDown;1789235606624;20;CapsLock;350;250;SESS_4
KeyUp;1789235606675;20;CapsLock;351;251;SESS_4
KeyDown;1789235606737;75;K;360;260;SESS_4
KeyUp;1789235606823;75;K;361;261;SESS_4
KeyDown;1789235606899;20;CapsLock;350;250;SESS_4
KeyUp;1789235606988;20;CapsLock;351;251;SESS_4
KeyDown;1789235607219;76;L;309;389;SESS_4
KeyUp;1789235607292;76;L;513;393;SESS_4
KeyDown;1789235607362;65;A;468;460;SESS_4
KeyUp;1789235607475;65;A;518;396;SESS_4
KeyDown;1789235607580;87;W;338;481;SESS_4
KeyUp;1789235607647;87;W;305;490;SESS_4
KeyDown;1789235607753;73;I;311;368;SESS_4
KeyDown;1789235607885;65;A;492;504;SESS_4
KeyUp;1789235607895;73;I;412;257;SESS_4
KeyUp;1789235607957;65;A;396;515;SESS_4
KeyDown;1789235608048;84;T;508;354;SESS_4
KeyUp;1789235608163;84;T;491;427;SESS_4
KeyDown;1789235608211;85;U;383;295;SESS_4
KeyDown;1789235608302;82;R;589;533;SESS_4
KeyUp;1789235608315;85;U;477;274;SESS_4
KeyUp;1789235608398;82;R;519;424;SESS_4
KeyDown;1789235608435;90;Z;398;277;SESS_4
KeyUp;1789235608531;90;Z;415;467;SESS_4
KeyDown;1789235608566;69;E;554;541;SESS_4
KeyUp;1789235608656;69;E;331;408;SESS_4
KeyDown;1789235608675;32;Space;373;237;SESS_4
KeyUp;1789235608742;32;Space;500;460;SESS_4
KeyDown;1789235608891;20;CapsLock;350;250;SESS_4
KeyUp;1789235608967;20;CapsLock;351;251;SESS_4
KeyDown;1789235609038;75;K;360;260;SESS_4
KeyUp;1789235609158;75;K;361;261;SESS_4
KeyDown;1789235609245;20;CapsLock;350;250;SESS_4
KeyUp;1789235609312;20;CapsLock;351;251;SESS_4
KeyDown;1789235609524;16;Shift;519;344;SESS_4
KeyDown;1789235609611;68;D;445;531;SESS_4
KeyUp;1789235609721;68;D;563;434;SESS_4
KeyUp;1789235609753;16;Shift;513;396;SESS_4
KeyDown;1789235609895;16;Shift;429;302;SESS_4
KeyDown;1789235609963;65;A;449;511;SESS_4
KeyUp;1789235610053;65;A;510;302;SESS_4
KeyUp;1789235610082;16;Shift;478;304;SESS_4
KeyDown;1789235610317;32;Space;478;417;SESS_4
KeyDown;1789235610431;50;2;373;342;SESS_4
KeyUp;1789235610438;32;Space;551;492;SESS_4
KeyUp;1789235610551;50;2;459;205;SESS_4
KeyDown;1789235610670;48;0;363;482;SESS_4
KeyUp;1789235610759;48;0;338;451;SESS_4
KeyDown;1789235610872;50;2;397;506;SESS_4
KeyUp;1789235610939;50;2;449;449;SESS_4
KeyDown;1789235610984;54;6;314;271;SESS_4
KeyUp;1789235611115;54;6;579;355;SESS_4
KeyDown;1789235613280;20;CapsLock;350;250;SESS_5
KeyUp;1789235613379;20;CapsLock;351;251;SESS_5
KeyDown;1789235613455;66;B;360;260;SESS_5
KeyUp;1789235613586;66;B;361;261;SESS_5
KeyDown;1789235613705;20;CapsLock;350;250;SESS_5
KeyUp;1789235613759;20;CapsLock;351;251;SESS_5
KeyDown;1789235613845;65;A;409;442;SESS_5
KeyUp;1789235613975;65;A;508;420;SESS_5
KeyDown;1789235614080;68;D;518;404;SESS_5
KeyUp;1789235614203;68;D;437;354;SESS_5
