EventType;Timestamp;KeyCode;KeySymbol;DummyMouseX;DummyMouseY;SessionTag
KeyDown;1789235391743;16;Shift;549;389;SESS_2
KeyDown;1789235391774;68;D;462;473;SESS_2
KeyUp;1789235391872;68;D;455;318;SESS_2
KeyUp;1789235391929;16;Shift;565;333;SESS_2
KeyDown;1789235392094;16;Shift;520;300;SESS_2
KeyDown;1789235392155;65;A;506;413;SESS_2
KeyUp;1789235392255;65;A;571;395;SESS_2
KeyUp;1789235392309;16;Shift;451;405;SESS_2
KeyDown;1789235392405;32;Space;515;431;SESS_2
KeyUp;1789235392484;32;Space;576;322;SESS_2
KeyDown;1789235392622;50;2;536;247;SESS_2
KeyUp;1789235392698;50;2;446;360;SESS_2
KeyDown;1789235392751;48;0;336;435;SESS_2
KeyUp;1789235392863;48;0;414;418;SESS_2
KeyDown;1789235392914;50;2;478;392;SESS_2
KeyUp;1789235393039;50;2;405;336;SESS_2
KeyDown;1789235393084;54;6;381;465;SESS_2
KeyUp;1789235393183;54;6;311;278;SESS_2
KeyDown;1789235395434;16;Shift;446;370;SESS_3
KeyDown;1789235395464;66;B;420;485;SESS_3
KeyUp;1789235395571;66;B;571;482;SESS_3
KeyUp;1789235395599;16;Shift;462;431;SESS_3
KeyDown;1789235395681;65;A;551;273;SESS_3
KeyUp;1789235395760;65;A;548;211;SESS_3
KeyDown;1789235395805;68;D;557;334;SESS_3
KeyUp;1789235395905;68;D;570;213;SESS_3
KeyDown;1789235396018;65;A;411;200;SESS_3
KeyUp;1789235396114;65;A;321;346;SESS_3
KeyDown;1789235396171;78;N;479;449;SESS_3
KeyUp;1789235396294;78;N;583;331;SESS_3
KeyDown;1789235396346;73;I;359;471;SESS_3
KeyUp;1789235396440;73;I;445;256;SESS_3
KeyDown;1789235396499;65;A;444;484;SESS_3
KeyUp;1789235396607;65;A;473;265;SESS_3
KeyDown;1789235396610;32;Space;560;363;SESS_3
KeyUp;1789235396698;32;Space;452;345;SESS_3
KeyDown;1789235396815;20;CapsLock;350;250;SESS_3
KeyUp;1789235396889;20;CapsLock;351;251;SESS_3
KeyDown;1789235396975;68;D;360;260;SESS_3
KeyUp;1789235397075;68;D;361;261;SESS_3
KeyDown;1789235397173;20;CapsLock;350;250;SESS_3
KeyUp;1789235397225;20;CapsLock;351;251;SESS_3
KeyDown;1789235397364;89;Y;408;380;SESS_3
KeyDown;1789235397464;78;N;537;460;SESS_3
KeyUp;1789235397492;89;Y;369;425;SESS_3
KeyUp;1789235397527;78;N;336;209;SESS_3
KeyDown;1789235397635;65;A;582;342;SESS_3
KeyUp;1789235397716;65;A;538;258;SESS_3
KeyDown;1789235397794;77;M;428;334;SESS_3
KeyUp;1789235397915;77;M;525;422;SESS_3
KeyDown;1789235397933;73;I;515;240;SESS_3
KeyDown;1789235398039;75;K;503;436;SESS_3
KeyUp;1789235398045;73;I;329;461;SESS_3
KeyDown;1789235398158;73;I;340;489;SESS_3
KeyUp;1789235398159;75;K;389;233;SESS_3
KeyUp;1789235398229;73;I;392;388;SESS_3
KeyDown;1789235398255;32;Space;463;246;SESS_3
KeyUp;1789235398378;32;Space;473;322;SESS_3
KeyDown;1789235398424;16;Shift;533;355;SESS_3
KeyDown;1789235398465;80;P;570;383;SESS_3
KeyUp;1789235398550;80;P;457;316;SESS_3
KeyUp;1789235398585;16;Shift;527;421;SESS_3
KeyDown;1789235398738;73;I;382;311;SESS_3
KeyUp;1789235398838;73;I;582;480;SESS_3
KeyDown;1789235398904;83;S;571;443;SESS_3
KeyUp;1789235399003;83;S;497;482;SESS_3
KeyDown;1789235399063;65;A;540;280;SESS_3
KeyUp;1789235399176;65;A;541;430;SESS_3
KeyDown;1789235399270;78;N;418;322;SESS_3
KeyUp;1789235399396;78;N;457;323;SESS_3
KeyDown;1789235399452;73;I;550;366;SESS_3
KeyDown;1789235399556;65;A;442;360;SESS_3
KeyUp;1789235399574;73;I;420;330;SESS_3
KeyUp;1789235399623;65;A;312;417;SESS_3
KeyDown;1789235399701;32;Space;317;475;SESS_3
KeyUp;1789235399828;32;Space;550;290;SESS_3
KeyDown;1789235399913;20;CapsLock;350;250;SESS_3
KeyUp;1789235399986;20;CapsLock;351;251;SESS_3
KeyDown;1789235400086;78;N;360;260;SESS_3
KeyUp;1789235400189;78;N;361;261;SESS_3
KeyDown;1789235400253;20;CapsLock;350;250;SESS_3
KeyUp;1789235400308;20;CapsLock;351;251;SESS_3
KeyDown;1789235400403;65;A;399;358;SESS_3
KeyUp;1789235400531;65;A;425;422;SESS_3
KeyDown;1789235400535;32;Space;375;485;SESS_3
KeyUp;1789235400625;32;Space;585;377;SESS_3
KeyDown;1789235400658;16;Shift;539;420;SESS_3
KeyDown;1789235400690;75;K;578;330;SESS_3
KeyUp;1789235400792;75;K;405;308;SESS_3
KeyUp;1789235400839;16;Shift;504;309;SESS_3
KeyDown;1789235401008;76;L;404;212;SESS_3
KeyUp;1789235401089;76;L;310;282;SESS_3
KeyDown;1789235401160;65;A;433;279;SESS_3
KeyDown;1789235401263;87;W;499;311;SESS_3
KeyUp;1789235401267;65;A;544;444;SESS_3
KeyUp;1789235401377;87;W;397;258;SESS_3
KeyDown;1789235401380;73;I;425;202;SESS_3
KeyUp;1789235401457;73;I;318;277;SESS_3
KeyDown;1789235401469;65;A;367;385;SESS_3
KeyUp;1789235401557;65;A;559;307;SESS_3
KeyDown;1789235401683;84;T;504;374;SESS_3
KeyUp;1789235401779;84;T;442;298;SESS_3
KeyDown;1789235401783;85;U;473;319;SESS_3
KeyDown;1789235401865;82;R;556;350;SESS_3
KeyUp;1789235401871;85;U;468;439;SESS_3
KeyUp;1789235401966;82;R;555;339;SESS_3
KeyDown;1789235402015;90;Z;542;496;SESS_3
KeyUp;1789235402107;90;Z;487;234;SESS_3
KeyDown;1789235402174;69;E;320;467;SESS_3
KeyDown;1789235402280;32;Space;357;270;SESS_3
KeyUp;1789235402301;69;E;573;398;SESS_3
KeyUp;1789235402383;32;Space;333;291;SESS_3
KeyDown;1789235402413;16;Shift;554;449;SESS_3
KeyDown;1789235402474;75;K;539;321;SESS_3
KeyUp;1789235402585;75;K;524;355;SESS_3
KeyUp;1789235402643;16;Shift;488;342;SESS_3
KeyDown;1789235402792;20;CapsLock;350;250;SESS_3
KeyUp;1789235402842;20;CapsLock;351;251;SESS_3
KeyDown;1789235402951;68;D;360;260;SESS_3
KeyUp;1789235403015;68;D;361;261;SESS_3
KeyDown;1789235403112;20;CapsLock;350;250;SESS_3
KeyUp;1789235403178;20;CapsLock;351;251;SESS_3
KeyDown;1789235403264;16;Shift;564;370;SESS_3
KeyDown;1789235403298;65;A;570;430;SESS_3
KeyUp;1789235403360;65;A;415;451;SESS_3
KeyUp;1789235403415;16;Shift;555;498;SESS_3
KeyDown;1789235403576;32;Space;555;478;SESS_3
KeyUp;1789235403694;32;Space;443;330;SESS_3
KeyDown;1789235403733;50;2;303;482;SESS_3
KeyUp;1789235403825;50;2;519;471;SESS_3
KeyDown;1789235403917;48;0;583;411;SESS_3
KeyUp;1789235403990;48;0;479;253;SESS_3
KeyDown;1789235404023;50;2;419;495;SESS_3
KeyUp;1789235404115;50;2;461;287;SESS_3
KeyDown;1789235404226;54;6;511;485;SESS_3
KeyUp;1789235404341;54;6;490;442;SESS_3
KeyDown;1789235407069;20;CapsLock;350;250;SESS_4
KeyUp;1789235407125;20;CapsLock;351;251;SESS_4
KeyDown;1789235407207;66;B;360;260;SESS_4
KeyUp;1789235407316;66;B;361;261;SESS_4
KeyDown;1789235407388;20;CapsLock;350;250;SESS_4
KeyUp;1789235407450;20;CapsLock;351;251;SESS_4
KeyDown;1789235407622;65;A;593;488;SESS_4
KeyUp;1789235407705;65;A;574;426;SESS_4
KeyDown;1789235407722;68;D;313;234;SESS_4
KeyUp;1789235407836;68;D;452;296;SESS_4
KeyDown;1789235407839;65;A;427;382;SESS_4
KeyUp;1789235407925;65;A;306;212;SESS_4
KeyDown;1789235408057;78;N;410;234;SESS_4
KeyUp;1789235408150;78;N;468;379;SESS_4
KeyDown;1789235408242;73;I;584;318;SESS_4
KeyUp;1789235408340;73;I;340;431;SESS_4
KeyDown;1789235408457;65;A;328;419;SESS_4
KeyUp;1789235408529;65;A;507;299;SESS_4
KeyDown;1789235408597;32;Space;531;490;SESS_4
KeyUp;1789235408667;32;Space;593;429;SESS_4
KeyDown;1789235408744;16;Shift;451;318;SESS_4
KeyDown;1789235408796;68;D;405;434;SESS_4
KeyUp;1789235408870;68;D;595;309;SESS_4
KeyUp;1789235408906;16;Shift;492;401;SESS_4
KeyDown;1789235409075;89;Y;340;436;SESS_4
KeyUp;1789235409139;89;Y;338;357;SESS_4
KeyDown;1789235409159;78;N;523;346;SESS_4
KeyUp;1789235409257;78;N;335;261;SESS_4
KeyDown;1789235409306;65;A;398;254;SESS_4
KeyUp;1789235409398;65;A;401;308;SESS_4
KeyDown;1789235409425;77;M;567;487;SESS_4
KeyUp;1789235409542;77;M;379;268;SESS_4
KeyDown;1789235409557;73;I;454;385;SESS_4
KeyUp;1789235409662;73;I;344;387;SESS_4
KeyDown;1789235409672;75;K;489;466;SESS_4
KeyUp;1789235409789;75;K;529;215;SESS_4
KeyDown;1789235409888;73;I;313;227;SESS_4
KeyUp;1789235409962;73;I;500;208;SESS_4
KeyDown;1789235410085;32;Space;319;218;SESS_4
KeyUp;1789235410185;32;Space;555;332;SESS_4
KeyDown;1789235410194;20;CapsLock;350;250;SESS_4
KeyUp;1789235410282;20;CapsLock;351;251;SESS_4
KeyDown;1789235410347;80;P;360;260;SESS_4
KeyUp;1789235410434;80;P;361;261;SESS_4
KeyDown;1789235410566;20;CapsLock;350;250;SESS_4
KeyUp;1789235410632;20;CapsLock;351;251;SESS_4
KeyDown;1789235410805;73;I;324;484;SESS_4
KeyUp;1789235410912;73;I;392;228;SESS_4
KeyDown;1789235410983;83;S;320;475;SESS_4
KeyUp;1789235411059;83;S;415;235;SESS_4
KeyDown;1789235411094;65;A;547;238;SESS_4
KeyUp;1789235411212;65;A;355;289;SESS_4
KeyDown;1789235411302;78;N;357;306;SESS_4
KeyUp;1789235411377;78;N;357;309;SESS_4
KeyDown;1789235411497;73;I;595;346;SESS_4
KeyUp;1789235411576;73;I;476;422;SESS_4
KeyDown;1789235411639;65;A;521;409;SESS_4
KeyDown;1789235411761;32;Space;565;215;SESS_4
KeyUp;1789235411768;65;A;565;247;SESS_4
KeyUp;1789235411859;32;Space;321;274;SESS_4
KeyDown;1789235411920;20;CapsLock;350;250;SESS_4
KeyUp;1789235412001;20;CapsLock;351;251;SESS_4
KeyDown;1789235412078;78;N;360;260;SESS_4
KeyUp;1789235412146;78;N;361;261;SESS_4
KeyDown;1789235412272;20;CapsLock;350;250;SESS_4
KeyUp;1789235412359;20;CapsLock;351;251;SESS_4
KeyDown;1789235412463;65;A;427;388;SESS_4
KeyUp;1789235412565;65;A;571;393;SESS_4
KeyDown;1789235412575;32;Space;439;461;SESS_4
KeyUp;1789235412684;32;Space;422;492;SESS_4
KeyDown;1789235412720;16;Shift;470;398;SESS_4
KeyDown;1789235412783;75;K;483;346;SESS_4
KeyUp;1789235412877;75;K;584;440;SESS_4
KeyUp;1789235412916;16;Shift;538;352;SESS_4
KeyDown;1789235412996;76;L;438;243;SESS_4
KeyUp;1789235413070;76;L;468;443;SESS_4
KeyDown;1789235413157;65;A;542;275;SESS_4
KeyDown;1789235413243;87;W;590;400;SESS_4
KeyUp;1789235413253;65;A;483;224;SESS_4
KeyUp;1789235413364;87;W;510;427;SESS_4
KeyDown;1789235413412;73;I;585;476;SESS_4
KeyUp;1789235413521;73;I;506;261;SESS_4
KeyDown;1789235413614;65;A;505;458;SESS_4
KeyUp;1789235413713;65;A;351;273;SESS_4
KeyDown;1789235413814;84;T;520;484;SESS_4
KeyUp;1789235413877;84;T;303;255;SESS_4
KeyDown;1789235413982;85;U;388;279;SESS_4
KeyUp;1789235414074;85;U;374;240;SESS_4
KeyDown;1789235414139;82;R;534;228;SESS_4
KeyDown;1789235414233;90;Z;452;454;SESS_4
KeyUp;1789235414240;82;R;309;290;SESS_4
KeyDown;1789235414319;69;E;358;219;SESS_4
KeyUp;1789235414329;90;Z;513;415;SESS_4
KeyUp;1789235414382;69;E;448;264;SESS_4
KeyDown;1789235414496;32;Space;331;365;SESS_4
KeyUp;1789235414609;32;Space;325;301;SESS_4
KeyDown;1789235414662;16;Shift;571;406;SESS_4
KeyDown;1789235414714;75;K;494;329;SESS_4
KeyUp;1789235414828;75;K;466;361;SESS_4
KeyUp;1789235414867;16;Shift;563;371;SESS_4
KeyDown;1789235414955;16;Shift;587;456;SESS_4
KeyDown;1789235415011;68;D;469;469;SESS_4
KeyUp;1789235415113;68;D;492;361;SESS_4
KeyUp;1789235415155;16;Shift;584;425;SESS_4
KeyDown;1789235415243;16;Shift;547;404;SESS_4
KeyDown;1789235415274;65;A;438;468;SESS_4
KeyUp;1789235415351;65;A;536;315;SESS_4
KeyUp;1789235415388;16;Shift;438;467;SESS_4
KeyDown;1789235415585;32;Space;389;281;SESS_4
KeyUp;1789235415653;32;Space;321;466;SESS_4
KeyDown;1789235415679;50;2;434;352;SESS_4
KeyDown;1789235415792;48;0;557;476;SESS_4
KeyUp;1789235415802;50;2;492;213;SESS_4
KeyUp;1789235415885;48;0;360;337;SESS_4
KeyDown;1789235415890;50;2;312;299;SESS_4
KeyUp;1789235415991;50;2;494;492;SESS_4
KeyDown;1789235416002;54;6;479;316;SESS_4
KeyUp;1789235416114;54;6;525;443;SESS_4
KeyDown;1789235418769;16;Shift;480;487;SESS_5
KeyDown;1789235418837;66;B;545;477;SESS_5
KeyUp;1789235418955;66;B;555;478;SESS_5
KeyUp;1789235418992;16;Shift;408;306;SESS_5
KeyDown;1789235419185;65;A;465;356;SESS_5
KeyDown;1789235419265;68;D;379;243;SESS_5
KeyUp;1789235419310;65;A;360;456;SESS_5
KeyUp;1789235419354;68;D;403;446;SESS_5
KeyDown;1789235419461;65;A;494;287;SESS_5
KeyDown;1789235419550;78;N;409;419;SESS_5
KeyUp;1789235419588;65;A;587;390;SESS_5
KeyUp;1789235419656;78;N;572;373;SESS_5
KeyDown;1789235419689;73;I;560;484;SESS_5
KeyUp;1789235419795;73;I;481;420;SESS_5
KeyDown;1789235419839;65;A;467;474;SESS_5
KeyUp;1789235419965;65;A;462;321;SESS_5
KeyDown;1789235419994;32;Space;419;274;SESS_5
KeyUp;1789235420073;32;Space;434;476;SESS_5
KeyDown;1789235420080;16;Shift;450;442;SESS_5
KeyDown;1789235420114;68;D;563;468;SESS_5
KeyUp;1789235420187;68;D;511;428;SESS_5
KeyUp;1789235420222;16;Shift;419;467;SESS_5
KeyDown;1789235420409;89;Y;494;229;SESS_5
KeyUp;1789235420511;89;Y;465;269;SESS_5
KeyDown;1789235420541;78;N;353;479;SESS_5
KeyUp;1789235420655;78;N;577;219;SESS_5
KeyDown;1789235420669;65;A;331;317;SESS_5
KeyUp;1789235420751;65;A;500;308;SESS_5
KeyDown;1789235420766;77;M;408;315;SESS_5
KeyDown;1789235420852;73;I;546;421;SESS_5
KeyUp;1789235420867;77;M;373;398;SESS_5
KeyUp;1789235420925;73;I;300;302;SESS_5
KeyDown;1789235421032;75;K;593;424;SESS_5
KeyUp;1789235421119;75;K;473;315;SESS_5
KeyDown;1789235421119;73;I;425;307;SESS_5
KeyUp;1789235421181;73;I;333;378;SESS_5
KeyDown;1789235421321;32;Space;381;329;SESS_5
KeyDown;1789235421415;16;Shift;524;342;SESS_5
KeyUp;1789235421449;32;Space;372;307;SESS_5
KeyDown;1789235421462;80;P;414;355;SESS_5
KeyUp;1789235421568;80;P;535;363;SESS_5
KeyUp;1789235421603;16;Shift;530;367;SESS_5
KeyDown;1789235421692;73;I;500;370;SESS_5
KeyUp;1789235421794;73;I;411;248;SESS_5
KeyDown;1789235421812;83;S;415;373;SESS_5
KeyUp;1789235421922;83;S;527;325;SESS_5
KeyDown;1789235421924;65;A;332;247;SESS_5
KeyUp;1789235421990;65;A;547;325;SESS_5
KeyDown;1789235422095;78;N;515;397;SESS_5
KeyUp;1789235422206;78;N;453;412;SESS_5
KeyDown;1789235422213;73;I;577;283;SESS_5
KeyUp;1789235422283;73;I;599;499;SESS_5
KeyDown;1789235422376;65;A;598;212;SESS_5
KeyDown;1789235422475;32;Space;523;326;SESS_5
KeyUp;1789235422501;65;A;599;454;SESS_5
KeyDown;1789235422589;16;Shift;458;338;SESS_5
KeyUp;1789235422599;32;Space;541;286;SESS_5
KeyDown;1789235422632;78;N;403;396;SESS_5
KeyUp;1789235422729;78;N;542;315;SESS_5
KeyUp;1789235422782;16;Shift;483;362;SESS_5
KeyDown;1789235422940;65;A;447;359;SESS_5
